State,Year,Quater,Registered_Users,App_Opens
Manipur,2023,3,1163,556141
Manipur,2023,3,41799,1311115
Manipur,2023,3,10629,312756
Manipur,2023,3,164350,2642132
Manipur,2023,4,35090,1362219
Manipur,2023,4,6176,242644
Manipur,2023,4,111164,4974080
Manipur,2023,4,52303,2600896
Manipur,2023,4,23493,936346
Manipur,2023,4,9525,372203
Manipur,2023,4,17147,1307670
Manipur,2023,4,14662,620563
Manipur,2023,4,2814,59860
Manipur,2023,4,11910,429736
Manipur,2023,4,49929,2066812
Manipur,2023,4,3070,1178965
Manipur,2023,4,1232,51083
Manipur,2023,4,43539,1262277
Manipur,2023,4,11055,457005
Manipur,2023,4,171021,7629186
Manipur,2024,1,36739,4598898
Manipur,2024,1,6533,5108565
Manipur,2024,1,115869,3161656
Manipur,2024,1,54656,1984452
Manipur,2024,1,24577,1088993
Manipur,2024,1,10008,709466
Manipur,2024,1,18087,5029019
Manipur,2024,1,15465,9533003
Manipur,2024,1,3009,309702
Manipur,2024,1,12511,2748224
Manipur,2024,1,52163,3567739
Manipur,2024,1,3259,14199104
Manipur,2024,1,1326,342835
Manipur,2024,1,45497,1625511
Manipur,2024,1,11618,2609206
Manipur,2024,1,178251,3142389
Manipur,2024,2,38209,5518886
Manipur,2024,2,6760,2335192
Manipur,2024,2,120912,1860756
Manipur,2024,2,57078,2982479
Manipur,2024,2,25649,1052864
Manipur,2024,2,10422,1428717
Manipur,2024,2,18768,5351399
Manipur,2024,2,16084,15040349
Manipur,2024,2,3113,950951
Manipur,2024,2,13030,2832405
Manipur,2024,2,54415,2800688
Manipur,2024,2,3374,9040058
Manipur,2024,2,1372,167965
Manipur,2024,2,47436,2522957
Manipur,2024,2,12055,1151240
Manipur,2024,2,185769,4669874
Manipur,2024,3,21271,9813794
Manipur,2024,3,8244,10604937
Manipur,2024,3,112126,7680463
Manipur,2024,3,87277,3277708
Manipur,2024,3,24117,5819849
Manipur,2024,3,12317,3779553
Manipur,2024,3,16121,7879412
Manipur,2024,3,10206,34507790
Manipur,2024,3,2606,2755437
Manipur,2024,3,9529,8583013
Manipur,2024,3,49525,3718316
Manipur,2024,3,17327,12210645
Manipur,2024,3,1017,1110247
Manipur,2024,3,43180,7847186
Manipur,2024,3,7072,4322227
Manipur,2024,3,174302,1610417
Manipur,2024,4,21913,1563073
Manipur,2024,4,8510,526447
Manipur,2024,4,115999,5226341
Manipur,2024,4,90697,3036174
Manipur,2024,4,25022,938570
Manipur,2024,4,12779,654239
Manipur,2024,4,16706,2578073
Manipur,2024,4,10557,749219
Manipur,2024,4,2715,322371
Manipur,2024,4,9852,642920
Manipur,2024,4,51418,2288178
Manipur,2024,4,18032,1493901
Manipur,2024,4,1063,43329
Manipur,2024,4,44624,1294785
Manipur,2024,4,7272,123946
Manipur,2024,4,179836,10664562
Meghalaya,2018,1,254,0
Meghalaya,2018,1,55,0
Meghalaya,2018,1,3671,0
Meghalaya,2018,1,343,0
Meghalaya,2018,1,1419,0
Meghalaya,2018,1,299,0
Meghalaya,2018,1,9310,0
Meghalaya,2018,1,236,0
Meghalaya,2018,1,1891,0
Meghalaya,2018,1,736,0
Meghalaya,2018,1,299,0
Meghalaya,2018,2,445,0
Meghalaya,2018,2,110,0
Meghalaya,2018,2,5289,0
Meghalaya,2018,2,530,0
Meghalaya,2018,2,2051,0
Meghalaya,2018,2,485,0
Meghalaya,2018,2,12907,0
Meghalaya,2018,2,437,0
Meghalaya,2018,2,2869,0
Meghalaya,2018,2,1023,0
Meghalaya,2018,2,472,0
Meghalaya,2018,3,737,0
Meghalaya,2018,3,177,0
Meghalaya,2018,3,7529,0
Meghalaya,2018,3,821,0
Meghalaya,2018,3,2886,0
Meghalaya,2018,3,810,0
Meghalaya,2018,3,17543,0
Meghalaya,2018,3,694,0
Meghalaya,2018,3,3889,0
Meghalaya,2018,3,1465,0
Meghalaya,2018,3,730,0
Meghalaya,2018,4,1092,0
Meghalaya,2018,4,253,0
Meghalaya,2018,4,10445,0
Meghalaya,2018,4,1057,0
Meghalaya,2018,4,3735,0
Meghalaya,2018,4,1115,0
Meghalaya,2018,4,22845,0
Meghalaya,2018,4,1067,0
Meghalaya,2018,4,5207,0
Meghalaya,2018,4,1861,0
Meghalaya,2018,4,957,0
Meghalaya,2019,1,1482,0
Meghalaya,2019,1,329,0
Meghalaya,2019,1,12932,0
Meghalaya,2019,1,1296,0
Meghalaya,2019,1,4643,0
Meghalaya,2019,1,1434,0
Meghalaya,2019,1,27937,0
Meghalaya,2019,1,1424,0
Meghalaya,2019,1,6543,0
Meghalaya,2019,1,2276,0
Meghalaya,2019,1,1191,0
Meghalaya,2019,2,1965,8905
Meghalaya,2019,2,448,2506
Meghalaya,2019,2,15673,72876
Meghalaya,2019,2,1640,7558
Meghalaya,2019,2,5580,38147
Meghalaya,2019,2,1902,9442
Meghalaya,2019,2,33377,175058
Meghalaya,2019,2,1855,9573
Meghalaya,2019,2,7894,51958
Meghalaya,2019,2,2846,11316
Meghalaya,2019,2,1566,8425
Meghalaya,2019,3,2403,32901
Meghalaya,2019,3,521,10278
Meghalaya,2019,3,18509,258510
Meghalaya,2019,3,2020,27451
Meghalaya,2019,3,6371,131205
Meghalaya,2019,3,2306,36115
Meghalaya,2019,3,38761,608108
Meghalaya,2019,3,2313,32036
Meghalaya,2019,3,9007,185794
Meghalaya,2019,3,3346,38914
Meghalaya,2019,3,1838,26502
Meghalaya,2019,4,2871,39381
Meghalaya,2019,4,619,12271
Meghalaya,2019,4,21300,279541
Meghalaya,2019,4,2434,30886
Meghalaya,2019,4,7343,145362
Meghalaya,2019,4,2757,41158
Meghalaya,2019,4,43484,626975
Meghalaya,2019,4,2788,37883
Meghalaya,2019,4,10308,204050
Meghalaya,2019,4,3946,47102
Meghalaya,2019,4,2180,25933
Meghalaya,2020,1,3311,45211
Meghalaya,2020,1,724,14636
Meghalaya,2020,1,24124,338577
Meghalaya,2020,1,2810,43923
Meghalaya,2020,1,8368,174603
Meghalaya,2020,1,3234,50775
Meghalaya,2020,1,49251,671640
Meghalaya,2020,1,3251,47574
Meghalaya,2020,1,11689,234367
Meghalaya,2020,1,4530,59509
Meghalaya,2020,1,2522,35396
Meghalaya,2020,2,4318,75310
Meghalaya,2020,2,934,21859
Meghalaya,2020,2,29492,479767
Meghalaya,2020,2,3590,61880
Meghalaya,2020,2,9695,208825
Meghalaya,2020,2,4266,89389
Meghalaya,2020,2,57322,821770
Meghalaya,2020,2,4132,73258
Meghalaya,2020,2,13550,231180
Meghalaya,2020,2,5717,87706
Meghalaya,2020,2,3195,54309
Meghalaya,2020,3,5242,81708
Meghalaya,2020,3,1169,22236
Meghalaya,2020,3,34201,541797
Meghalaya,2020,3,4370,72019
Meghalaya,2020,3,11084,213957
Meghalaya,2020,3,5082,86439
Meghalaya,2020,3,65268,878005
Meghalaya,2020,3,5002,81354
Meghalaya,2020,3,15427,256534
Meghalaya,2020,3,6997,95731
Meghalaya,2020,3,3899,54754
Meghalaya,2020,4,5914,92098
Meghalaya,2020,4,1364,26083
Meghalaya,2020,4,37988,606770
Meghalaya,2020,4,5006,78371
Meghalaya,2020,4,12337,244254
Meghalaya,2020,4,5772,90481
Meghalaya,2020,4,72639,1022983
Meghalaya,2020,4,5777,92633
Meghalaya,2020,4,17198,324447
Meghalaya,2020,4,7968,105256
Meghalaya,2020,4,4484,62541
Meghalaya,2021,1,6392,87414
Meghalaya,2021,1,1479,25803
Meghalaya,2021,1,40993,624759
Meghalaya,2021,1,5439,81330
Meghalaya,2021,1,13460,304466
Meghalaya,2021,1,6276,81312
Meghalaya,2021,1,78429,1079909
Meghalaya,2021,1,6237,84371
Meghalaya,2021,1,18641,402509
Meghalaya,2021,1,8665,98578
Meghalaya,2021,1,4858,68575
Meghalaya,2021,2,6951,373360
Meghalaya,2021,2,1616,186895
Meghalaya,2021,2,44151,1729335
Meghalaya,2021,2,5922,423241
Meghalaya,2021,2,14530,750075
Meghalaya,2021,2,6835,368339
Meghalaya,2021,2,84124,1511469
Meghalaya,2021,2,6754,388838
Meghalaya,2021,2,20098,773596
Meghalaya,2021,2,9409,426978
Meghalaya,2021,2,5296,358678
Meghalaya,2021,3,7584,514829
Meghalaya,2021,3,1802,266385
Meghalaya,2021,3,47869,2349399
Meghalaya,2021,3,6442,552240
Meghalaya,2021,3,15847,986899
Meghalaya,2021,3,7531,527856
Meghalaya,2021,3,90505,2044296
Meghalaya,2021,3,7389,652951
Meghalaya,2021,3,21875,973925
Meghalaya,2021,3,10337,591674
Meghalaya,2021,3,5884,492502
Meghalaya,2021,4,8212,217752
Meghalaya,2021,4,1986,47102
Meghalaya,2021,4,51617,1414661
Meghalaya,2021,4,7005,153237
Meghalaya,2021,4,17115,672885
Meghalaya,2021,4,8197,209067
Meghalaya,2021,4,96942,1850500
Meghalaya,2021,4,8015,210176
Meghalaya,2021,4,23562,898927
Meghalaya,2021,4,11189,221642
Meghalaya,2021,4,6428,152645
Meghalaya,2022,1,8795,1305426
Meghalaya,2022,1,2130,919454
Meghalaya,2022,1,55028,5145619
Meghalaya,2022,1,7508,1362153
Meghalaya,2022,1,18301,2282567
Meghalaya,2022,1,8758,1573185
Meghalaya,2022,1,102838,3580903
Meghalaya,2022,1,8578,1693715
Meghalaya,2022,1,25112,2465091
Meghalaya,2022,1,11952,1483829
Meghalaya,2022,1,6839,1822164
Meghalaya,2022,2,9312,1591079
Meghalaya,2022,2,2239,967828
Meghalaya,2022,2,58178,5515309
Meghalaya,2022,2,7922,1552068
Meghalaya,2022,2,19314,2579775
Meghalaya,2022,2,9266,2085169
Meghalaya,2022,2,108330,4295381
Meghalaya,2022,2,9052,1824456
Meghalaya,2022,2,26541,3111276
Meghalaya,2022,2,12593,1661994
Meghalaya,2022,2,7196,2274657
Meghalaya,2022,3,9773,1455727
Meghalaya,2022,3,2308,1476090
Meghalaya,2022,3,61273,6088916
Meghalaya,2022,3,8265,1884547
Meghalaya,2022,3,20320,2781426
Meghalaya,2022,3,9735,1989507
Meghalaya,2022,3,113816,5964535
Meghalaya,2022,3,9484,2483744
Meghalaya,2022,3,27844,4219195
Meghalaya,2022,3,13176,1931694
Meghalaya,2022,3,7493,2320754
Meghalaya,2022,4,10145,337500
Meghalaya,2022,4,2366,71535
Meghalaya,2022,4,63792,2577134
Meghalaya,2022,4,8553,345912
Meghalaya,2022,4,21201,1128114
Meghalaya,2022,4,10062,354549
Meghalaya,2022,4,118978,2783731
Meghalaya,2022,4,9846,353379
Meghalaya,2022,4,29041,1539014
Meghalaya,2022,4,13633,372211
Meghalaya,2022,4,7705,242845
Meghalaya,2023,1,10580,1741732
Meghalaya,2023,1,2429,1569432
Meghalaya,2023,1,66808,8814912
Meghalaya,2023,1,8897,3233097
Meghalaya,2023,1,22122,4590552
Meghalaya,2023,1,10504,2096173
Meghalaya,2023,1,124181,6379175
Meghalaya,2023,1,10235,4334534
Meghalaya,2023,1,30369,6094267
Meghalaya,2023,1,14218,2830443
Meghalaya,2023,1,7981,3002602
Meghalaya,2023,2,11135,2256400
Meghalaya,2023,2,2566,889458
Meghalaya,2023,2,69925,11973323
Meghalaya,2023,2,9386,2429485
Meghalaya,2023,2,23231,5209244
Meghalaya,2023,2,11073,2321365
Meghalaya,2023,2,129260,6393250
Meghalaya,2023,2,10727,4155166
Meghalaya,2023,2,31744,6500712
Meghalaya,2023,2,14912,2861681
Meghalaya,2023,2,8423,2347150
Meghalaya,2023,3,11624,3631495
Meghalaya,2023,3,2709,3612805
Meghalaya,2023,3,73025,14240950
Meghalaya,2023,3,9809,4984886
Meghalaya,2023,3,24260,4928725
Meghalaya,2023,3,11626,4845999
Meghalaya,2023,3,134378,15120022
Meghalaya,2023,3,11212,6810705
Meghalaya,2023,3,33175,8327821
Meghalaya,2023,3,15633,3522212
Meghalaya,2023,3,8831,5030245
Meghalaya,2023,4,12086,1370990
Meghalaya,2023,4,2820,951032
Meghalaya,2023,4,75911,8470147
Meghalaya,2023,4,10230,994502
Meghalaya,2023,4,25185,2351801
Meghalaya,2023,4,12113,2360969
Meghalaya,2023,4,139387,7873070
Meghalaya,2023,4,11648,1075641
Meghalaya,2023,4,34488,2894403
Meghalaya,2023,4,16280,1127955
Meghalaya,2023,4,9182,887116
Meghalaya,2024,1,12685,7512912
Meghalaya,2024,1,2998,55963720
Meghalaya,2024,1,79443,45427673
Meghalaya,2024,1,10792,7841254
Meghalaya,2024,1,26338,10600995
Meghalaya,2024,1,12769,15329168
Meghalaya,2024,1,145281,19716748
Meghalaya,2024,1,12249,12407008
Meghalaya,2024,1,36099,13654154
Meghalaya,2024,1,17113,6950419
Meghalaya,2024,1,9685,11724716
Meghalaya,2024,2,13156,15730885
Meghalaya,2024,2,3086,14875386
Meghalaya,2024,2,82499,53199340
Meghalaya,2024,2,11161,13477817
Meghalaya,2024,2,27419,12662215
Meghalaya,2024,2,13255,26138440
Meghalaya,2024,2,150809,17147259
Meghalaya,2024,2,12734,19297941
Meghalaya,2024,2,37444,12587953
Meghalaya,2024,2,17766,10165579
Meghalaya,2024,2,10013,9366217
Meghalaya,2024,3,25555,15255367
Meghalaya,2024,3,5772,8635768
Meghalaya,2024,3,129037,51601174
Meghalaya,2024,3,18167,19596289
Meghalaya,2024,3,41061,12182177
Meghalaya,2024,3,27906,13375243
Meghalaya,2024,3,177957,52501932
Meghalaya,2024,3,62726,50024972
Meghalaya,2024,3,23080,18225446
Meghalaya,2024,3,22926,17062176
Meghalaya,2024,3,4348,12600444
Meghalaya,2024,3,9967,21411956
Meghalaya,2024,4,26823,2239708
Meghalaya,2024,4,6102,570391
Meghalaya,2024,4,134833,10642066
Meghalaya,2024,4,19117,1445184
Meghalaya,2024,4,42383,3309448
Meghalaya,2024,4,29222,2853441
Meghalaya,2024,4,184163,12708608
Meghalaya,2024,4,65395,5612437
Meghalaya,2024,4,24279,1874517
Meghalaya,2024,4,23920,1518853
Meghalaya,2024,4,4559,558905
Meghalaya,2024,4,10476,1074209
Mizoram,2018,1,299,0
Mizoram,2018,1,4550,0
Mizoram,2018,1,879,0
Mizoram,2018,1,316,0
Mizoram,2018,1,474,0
Mizoram,2018,1,486,0
Mizoram,2018,1,358,0
Mizoram,2018,1,231,0
Mizoram,2018,2,440,0
Mizoram,2018,2,6211,0
Mizoram,2018,2,1241,0
Mizoram,2018,2,435,0
Mizoram,2018,2,607,0
Mizoram,2018,2,692,0
Mizoram,2018,2,501,0
Mizoram,2018,2,295,0
Mizoram,2018,3,633,0
Mizoram,2018,3,8460,0
Mizoram,2018,3,1751,0
Mizoram,2018,3,599,0
Mizoram,2018,3,922,0
Mizoram,2018,3,1012,0
Mizoram,2018,3,729,0
Mizoram,2018,3,396,0
Mizoram,2018,4,857,0
Mizoram,2018,4,11131,0
Mizoram,2018,4,2391,0
Mizoram,2018,4,835,0
Mizoram,2018,4,1254,0
Mizoram,2018,4,1393,0
Mizoram,2018,4,1001,0
Mizoram,2018,4,503,0
Mizoram,2019,1,1047,0
Mizoram,2019,1,13422,0
Mizoram,2019,1,2910,0
Mizoram,2019,1,1096,0
Mizoram,2019,1,1648,0
Mizoram,2019,1,1730,0
Mizoram,2019,1,1179,0
Mizoram,2019,1,638,0
Mizoram,2019,2,1295,6610
Mizoram,2019,2,15934,70288
Mizoram,2019,2,3575,18099
Mizoram,2019,2,1428,8927
Mizoram,2019,2,2133,10945
Mizoram,2019,2,2120,10299
Mizoram,2019,2,1429,4109
Mizoram,2019,2,782,3748
Mizoram,2019,3,1512,24464
Mizoram,2019,3,18992,240545
Mizoram,2019,3,4197,61478
Mizoram,2019,3,1655,30424
Mizoram,2019,3,2647,34294
Mizoram,2019,3,2497,35460
Mizoram,2019,3,1733,16362
Mizoram,2019,3,901,14807
Mizoram,2019,4,1735,27104
Mizoram,2019,4,21865,272225
Mizoram,2019,4,4926,69976
Mizoram,2019,4,1996,38555
Mizoram,2019,4,3255,40784
Mizoram,2019,4,2929,45961
Mizoram,2019,4,2067,21506
Mizoram,2019,4,1036,13057
Mizoram,2020,1,1992,32938
Mizoram,2020,1,25253,311082
Mizoram,2020,1,5778,88472
Mizoram,2020,1,2379,47970
Mizoram,2020,1,3996,63102
Mizoram,2020,1,3360,54171
Mizoram,2020,1,2448,27677
Mizoram,2020,1,1293,19271
Mizoram,2020,2,2379,36361
Mizoram,2020,2,29637,335207
Mizoram,2020,2,7006,108200
Mizoram,2020,2,2911,57414
Mizoram,2020,2,4977,86175
Mizoram,2020,2,4022,58398
Mizoram,2020,2,3052,33178
Mizoram,2020,2,1590,24375
Mizoram,2020,3,2871,42356
Mizoram,2020,3,36225,447023
Mizoram,2020,3,8442,125325
Mizoram,2020,3,3597,63884
Mizoram,2020,3,6412,113452
Mizoram,2020,3,4923,62203
Mizoram,2020,3,3883,43126
Mizoram,2020,3,1962,27496
Mizoram,2020,4,3313,52819
Mizoram,2020,4,41500,529828
Mizoram,2020,4,9794,152987
Mizoram,2020,4,4083,71430
Mizoram,2020,4,7618,129218
Mizoram,2020,4,5599,74081
Mizoram,2020,4,4550,52622
Mizoram,2020,4,2274,33197
Mizoram,2021,1,3582,54129
Mizoram,2021,1,45103,567367
Mizoram,2021,1,10638,166946
Mizoram,2021,1,4467,79255
Mizoram,2021,1,8386,137614
Mizoram,2021,1,6120,96924
Mizoram,2021,1,4968,55350
Mizoram,2021,1,2486,35629
Mizoram,2021,2,3884,303117
Mizoram,2021,2,48525,956557
Mizoram,2021,2,11491,780417
Mizoram,2021,2,4882,453423
Mizoram,2021,2,9096,550626
Mizoram,2021,2,6624,510345
Mizoram,2021,2,5366,249755
Mizoram,2021,2,2684,210357
Mizoram,2021,3,4255,387777
Mizoram,2021,3,52313,1288111
Mizoram,2021,3,12614,970616
Mizoram,2021,3,5392,624924
Mizoram,2021,3,9954,684849
Mizoram,2021,3,7229,736071
Mizoram,2021,3,5935,454912
Mizoram,2021,3,2955,238458
Mizoram,2021,4,4614,99728
Mizoram,2021,4,56005,896356
Mizoram,2021,4,13668,295869
Mizoram,2021,4,5887,175533
Mizoram,2021,4,10738,256494
Mizoram,2021,4,7850,185446
Mizoram,2021,4,6447,126351
Mizoram,2021,4,3196,58341
Mizoram,2022,1,4906,920558
Mizoram,2022,1,59433,2197478
Mizoram,2022,1,14538,3219546
Mizoram,2022,1,6299,1986920
Mizoram,2022,1,11459,1752134
Mizoram,2022,1,8375,2007152
Mizoram,2022,1,6875,2016621
Mizoram,2022,1,3410,786248
Mizoram,2022,2,5170,894658
Mizoram,2022,2,62605,2748818
Mizoram,2022,2,15302,2951387
Mizoram,2022,2,6641,2413372
Mizoram,2022,2,12114,2270215
Mizoram,2022,2,8872,2351887
Mizoram,2022,2,7233,2153488
Mizoram,2022,2,3598,862725
Mizoram,2022,3,5390,730041
Mizoram,2022,3,65940,2195876
Mizoram,2022,3,16062,2569119
Mizoram,2022,3,6931,2217320
Mizoram,2022,3,12771,2317141
Mizoram,2022,3,9300,2635671
Mizoram,2022,3,7576,1760032
Mizoram,2022,3,3765,1131963
Mizoram,2022,4,5551,119776
Mizoram,2022,4,68925,1314560
Mizoram,2022,4,16676,464686
Mizoram,2022,4,7086,285294
Mizoram,2022,4,13303,425324
Mizoram,2022,4,9602,271438
Mizoram,2022,4,7814,170238
Mizoram,2022,4,3913,93235
Mizoram,2023,1,5783,807510
Mizoram,2023,1,71979,3916312
Mizoram,2023,1,17393,4205434
Mizoram,2023,1,7399,3348929
Mizoram,2023,1,13917,2234860
Mizoram,2023,1,10051,5824070
Mizoram,2023,1,8148,2758992
Mizoram,2023,1,4081,1307587
Mizoram,2023,2,6084,957212
Mizoram,2023,2,74977,3406525
Mizoram,2023,2,18222,2875362
Mizoram,2023,2,7820,3184651
Mizoram,2023,2,14604,3077883
Mizoram,2023,2,10535,5267068
Mizoram,2023,2,8546,1944590
Mizoram,2023,2,4273,1155356
Mizoram,2023,3,6340,891385
Mizoram,2023,3,78038,3938004
Mizoram,2023,3,19056,5036454
Mizoram,2023,3,8205,5275324
Mizoram,2023,3,15259,4808360
Mizoram,2023,3,11036,5113804
Mizoram,2023,3,8968,2885601
Mizoram,2023,3,4476,1070511
Mizoram,2023,4,6635,177825
Mizoram,2023,4,81008,4534782
Mizoram,2023,4,19893,1108045
Mizoram,2023,4,8589,774243
Mizoram,2023,4,15925,1087278
Mizoram,2023,4,11527,898332
Mizoram,2023,4,9373,562011
Mizoram,2023,4,4677,282294
Mizoram,2024,1,6995,1425069
Mizoram,2024,1,84499,9846822
Mizoram,2024,1,20891,8943798
Mizoram,2024,1,9085,8989109
Mizoram,2024,1,16779,6350622
Mizoram,2024,1,12085,5160946
Mizoram,2024,1,9876,6688651
Mizoram,2024,1,4916,2889347
Mizoram,2024,2,7272,421865
Mizoram,2024,2,87821,7938721
Mizoram,2024,2,21695,8307476
Mizoram,2024,2,9452,6120621
Mizoram,2024,2,17421,9068433
Mizoram,2024,2,12540,5828142
Mizoram,2024,2,10246,4372019
Mizoram,2024,2,5093,2113769
Mizoram,2024,3,2797,479210
Mizoram,2024,3,8785,1903473
Mizoram,2024,3,109335,4225093
Mizoram,2024,3,7056,4026452
Mizoram,2024,3,25124,5118767
Mizoram,2024,3,14535,16228296
Mizoram,2024,3,24345,10059621
Mizoram,2024,3,17391,61537211
Mizoram,2024,3,4674,468345
Mizoram,2024,3,8177,5275941
Mizoram,2024,3,2733,464418
Mizoram,2024,4,2932,88239
Mizoram,2024,4,9183,319184
Mizoram,2024,4,113860,5237571
Mizoram,2024,4,7374,506378
Mizoram,2024,4,26236,1108962
Mizoram,2024,4,15222,1503026
Mizoram,2024,4,25334,1706403
Mizoram,2024,4,18177,1161098
Mizoram,2024,4,4829,323728
Mizoram,2024,4,8509,429133
Mizoram,2024,4,2871,84109
Nagaland,2018,1,525,0
Nagaland,2018,1,487,0
Nagaland,2018,1,121,0
Nagaland,2018,1,1043,0
Nagaland,2018,1,168,0
Nagaland,2018,1,3036,0
Nagaland,2018,1,377,0
Nagaland,2018,1,218,0
Nagaland,2018,1,8249,0
Nagaland,2018,1,385,0
Nagaland,2018,1,465,0
Nagaland,2018,2,892,0
Nagaland,2018,2,736,0
Nagaland,2018,2,198,0
Nagaland,2018,2,1616,0
Nagaland,2018,2,258,0
Nagaland,2018,2,4395,0
Nagaland,2018,2,594,0
Nagaland,2018,2,358,0
Nagaland,2018,2,12093,0
Nagaland,2018,2,593,0
Nagaland,2018,2,703,0
Nagaland,2018,3,1287,0
Nagaland,2018,3,1083,0
Nagaland,2018,3,307,0
Nagaland,2018,3,2313,0
Nagaland,2018,3,465,0
Nagaland,2018,3,6298,0
Nagaland,2018,3,934,0
Nagaland,2018,3,526,0
Nagaland,2018,3,17039,0
Nagaland,2018,3,821,0
Nagaland,2018,3,1017,0
Nagaland,2018,4,1884,0
Nagaland,2018,4,1419,0
Nagaland,2018,4,400,0
Nagaland,2018,4,2986,0
Nagaland,2018,4,661,0
Nagaland,2018,4,8583,0
Nagaland,2018,4,1261,0
Nagaland,2018,4,710,0
Nagaland,2018,4,22603,0
Nagaland,2018,4,1099,0
Nagaland,2018,4,1391,0
Nagaland,2019,1,2458,0
Nagaland,2019,1,1727,0
Nagaland,2019,1,539,0
Nagaland,2019,1,3721,0
Nagaland,2019,1,862,0
Nagaland,2019,1,10747,0
Nagaland,2019,1,1678,0
Nagaland,2019,1,884,0
Nagaland,2019,1,28091,0
Nagaland,2019,1,1374,0
Nagaland,2019,1,1830,0
Nagaland,2019,2,3210,22791
Nagaland,2019,2,2143,11191
Nagaland,2019,2,733,3307
Nagaland,2019,2,4655,22610
Nagaland,2019,2,1084,6043
Nagaland,2019,2,13108,75589
Nagaland,2019,2,2152,13264
Nagaland,2019,2,1148,6185
Nagaland,2019,2,34567,179762
Nagaland,2019,2,1680,8800
Nagaland,2019,2,2411,12955
Nagaland,2019,3,3976,77622
Nagaland,2019,3,2642,43090
Nagaland,2019,3,907,13903
Nagaland,2019,3,5593,80637
Nagaland,2019,3,1251,21298
Nagaland,2019,3,15677,255404
Nagaland,2019,3,2599,46041
Nagaland,2019,3,1377,22149
Nagaland,2019,3,41036,608938
Nagaland,2019,3,2058,32884
Nagaland,2019,3,2961,42056
Nagaland,2019,4,4863,102617
Nagaland,2019,4,3109,49838
Nagaland,2019,4,1135,17569
Nagaland,2019,4,6606,93364
Nagaland,2019,4,1460,22231
Nagaland,2019,4,18232,285979
Nagaland,2019,4,3081,54440
Nagaland,2019,4,1623,25611
Nagaland,2019,4,47000,706997
Nagaland,2019,4,2475,47324
Nagaland,2019,4,3540,48581
Nagaland,2020,1,5747,119902
Nagaland,2020,1,3637,59218
Nagaland,2020,1,1430,23944
Nagaland,2020,1,7626,104247
Nagaland,2020,1,1814,33191
Nagaland,2020,1,20644,320294
Nagaland,2020,1,3634,60792
Nagaland,2020,1,1899,31361
Nagaland,2020,1,53696,817430
Nagaland,2020,1,2898,51964
Nagaland,2020,1,4118,62177
Nagaland,2020,2,7917,165317
Nagaland,2020,2,4535,89799
Nagaland,2020,2,1881,37771
Nagaland,2020,2,9559,137981
Nagaland,2020,2,2423,50366
Nagaland,2020,2,24236,394202
Nagaland,2020,2,4779,89346
Nagaland,2020,2,2534,49593
Nagaland,2020,2,63398,943503
Nagaland,2020,2,3647,72550
Nagaland,2020,2,5296,88851
Nagaland,2020,3,13591,278675
Nagaland,2020,3,6151,116457
Nagaland,2020,3,2731,50281
Nagaland,2020,3,13155,195554
Nagaland,2020,3,3306,59821
Nagaland,2020,3,31483,486239
Nagaland,2020,3,7220,132509
Nagaland,2020,3,3486,63251
Nagaland,2020,3,79061,1243188
Nagaland,2020,3,4942,95585
Nagaland,2020,3,7980,147082
Nagaland,2020,4,14932,210817
Nagaland,2020,4,6888,116654
Nagaland,2020,4,3091,53696
Nagaland,2020,4,14511,193976
Nagaland,2020,4,3629,49752
Nagaland,2020,4,34872,506507
Nagaland,2020,4,8177,123923
Nagaland,2020,4,3919,59618
Nagaland,2020,4,87807,1378850
Nagaland,2020,4,5541,88612
Nagaland,2020,4,8821,139716
Nagaland,2021,1,16154,207141
Nagaland,2021,1,7536,115057
Nagaland,2021,1,3428,58910
Nagaland,2021,1,15634,194365
Nagaland,2021,1,3904,50891
Nagaland,2021,1,37488,530009
Nagaland,2021,1,8866,118643
Nagaland,2021,1,4286,59784
Nagaland,2021,1,94968,1432598
Nagaland,2021,1,6013,81959
Nagaland,2021,1,9531,131224
Nagaland,2021,2,17389,824300
Nagaland,2021,2,8134,698566
Nagaland,2021,2,3696,336996
Nagaland,2021,2,16857,575184
Nagaland,2021,2,4224,248094
Nagaland,2021,2,40277,831177
Nagaland,2021,2,9565,462581
Nagaland,2021,2,4641,320237
Nagaland,2021,2,101835,1414183
Nagaland,2021,2,6487,513142
Nagaland,2021,2,10232,492432
Nagaland,2021,3,18911,1029901
Nagaland,2021,3,8933,1030765
Nagaland,2021,3,4081,349624
Nagaland,2021,3,18340,801280
Nagaland,2021,3,4626,279525
Nagaland,2021,3,43467,1074462
Nagaland,2021,3,10433,675034
Nagaland,2021,3,5089,434939
Nagaland,2021,3,109644,1768717
Nagaland,2021,3,7147,583917
Nagaland,2021,3,11126,633827
Nagaland,2021,4,20409,427566
Nagaland,2021,4,9753,298676
Nagaland,2021,4,4457,120703
Nagaland,2021,4,19747,404932
Nagaland,2021,4,5047,109617
Nagaland,2021,4,46621,1100010
Nagaland,2021,4,11300,252598
Nagaland,2021,4,5509,151217
Nagaland,2021,4,117388,3026184
Nagaland,2021,4,7765,178142
Nagaland,2021,4,11994,313692
Nagaland,2022,1,21773,3482625
Nagaland,2022,1,10413,2897460
Nagaland,2022,1,4772,1154178
Nagaland,2022,1,21029,2505397
Nagaland,2022,1,5368,1305848
Nagaland,2022,1,49523,1741671
